program_row_id,canonical_title,canonical_slug,canonical_url,cluster,pillar,search_intent,funnel_stage,source_preservation_classification,source_route_live,pillar_url,pillar_route_evidence,pillar_link_status,sibling_target_program_row_id,sibling_target_title,sibling_url,sibling_relationship,sibling_target_source_preservation_classification,sibling_target_route_live,sibling_link_status,primary_cta_url,primary_cta_label,primary_cta_name,primary_cta_placement_code,primary_cta_placement_guidance,primary_cta_assignment_rule,primary_cta_assignment_basis,primary_cta_approved_route_evidence,primary_cta_role,primary_cta_is_appointment,primary_cta_status,appointment_cta_url,appointment_cta_label,appointment_cta_name,appointment_cta_placement_code,appointment_cta_placement_guidance,appointment_cta_assignment_rule,appointment_cta_assignment_basis,appointment_cta_approved_route_evidence,appointment_cta_role,appointment_cta_distinct_from_primary,appointment_cta_status,triangle_plan_status,primary_cta_plan_status,appointment_cta_plan_status,rendered_status,rendered_triangle_verified,live_status,live_triangle_verified,release_status,numerical_release_cap_applies
MRX1000-0484,Navigating Mineral Rights Inheritance in Texas,navigating-mineral-rights-inheritance-in-texas,/blog/navigating-mineral-rights-inheritance-in-texas/,inherited-estate-probate,inherited-mineral-rights,informational,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0485,Sell Mineral Rights: Checklist For Heirs,/blog/sell-mineral-rights-checklist-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:informational,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:informational,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0485,Sell Mineral Rights: Checklist For Heirs,sell-mineral-rights-checklist-for-heirs,/blog/sell-mineral-rights-checklist-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0486,Sell Mineral Rights: Documents For Heirs,/blog/sell-mineral-rights-documents-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0486,Sell Mineral Rights: Documents For Heirs,sell-mineral-rights-documents-for-heirs,/blog/sell-mineral-rights-documents-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0487,Sell Mineral Rights: Executor Guide For Royalty Owners,/blog/sell-mineral-rights-executor-guide-for-royalty-owners/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0487,Sell Mineral Rights: Executor Guide For Royalty Owners,sell-mineral-rights-executor-guide-for-royalty-owners,/blog/sell-mineral-rights-executor-guide-for-royalty-owners/,inherited-estate-probate,inherited-mineral-rights,compare-offers,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0488,Sell Mineral Rights: Executor Guide In 2026,/blog/sell-mineral-rights-executor-guide-in-2026/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:compare-offers,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:compare-offers,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0488,Sell Mineral Rights: Executor Guide In 2026,sell-mineral-rights-executor-guide-in-2026,/blog/sell-mineral-rights-executor-guide-in-2026/,inherited-estate-probate,inherited-mineral-rights,education,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0489,Sell Mineral Rights: Executor Guide Step By Step,/blog/sell-mineral-rights-executor-guide-step-by-step/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:education,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:education,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0489,Sell Mineral Rights: Executor Guide Step By Step,sell-mineral-rights-executor-guide-step-by-step,/blog/sell-mineral-rights-executor-guide-step-by-step/,inherited-estate-probate,inherited-mineral-rights,tax-planning,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0490,Sell Mineral Rights: Executor Guide Without Obligation,/blog/sell-mineral-rights-executor-guide-without-obligation/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:tax-planning,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:tax-planning,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0490,Sell Mineral Rights: Executor Guide Without Obligation,sell-mineral-rights-executor-guide-without-obligation,/blog/sell-mineral-rights-executor-guide-without-obligation/,inherited-estate-probate,inherited-mineral-rights,inherited-rights,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0491,Sell Mineral Rights: Family Decision Guide For Heirs,/blog/sell-mineral-rights-family-decision-guide-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:inherited-rights,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:inherited-rights,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0491,Sell Mineral Rights: Family Decision Guide For Heirs,sell-mineral-rights-family-decision-guide-for-heirs,/blog/sell-mineral-rights-family-decision-guide-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0492,Sell Mineral Rights: Mistakes For Heirs,/blog/sell-mineral-rights-mistakes-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0492,Sell Mineral Rights: Mistakes For Heirs,sell-mineral-rights-mistakes-for-heirs,/blog/sell-mineral-rights-mistakes-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0493,Sell Mineral Rights: Negotiation Tips For Heirs,/blog/sell-mineral-rights-negotiation-tips-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0493,Sell Mineral Rights: Negotiation Tips For Heirs,sell-mineral-rights-negotiation-tips-for-heirs,/blog/sell-mineral-rights-negotiation-tips-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0494,Sell Mineral Rights: Selling Process For Heirs,/blog/sell-mineral-rights-selling-process-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0494,Sell Mineral Rights: Selling Process For Heirs,sell-mineral-rights-selling-process-for-heirs,/blog/sell-mineral-rights-selling-process-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0495,Sell Mineral Rights: Timeline For Heirs,/blog/sell-mineral-rights-timeline-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0495,Sell Mineral Rights: Timeline For Heirs,sell-mineral-rights-timeline-for-heirs,/blog/sell-mineral-rights-timeline-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0496,Selling Mineral Rights: Checklist For Heirs,/blog/selling-mineral-rights-checklist-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0496,Selling Mineral Rights: Checklist For Heirs,selling-mineral-rights-checklist-for-heirs,/blog/selling-mineral-rights-checklist-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0497,Selling Mineral Rights: Documents For Heirs,/blog/selling-mineral-rights-documents-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0497,Selling Mineral Rights: Documents For Heirs,selling-mineral-rights-documents-for-heirs,/blog/selling-mineral-rights-documents-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0498,Selling Mineral Rights: Executor Guide For Royalty Owners,/blog/selling-mineral-rights-executor-guide-for-royalty-owners/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0498,Selling Mineral Rights: Executor Guide For Royalty Owners,selling-mineral-rights-executor-guide-for-royalty-owners,/blog/selling-mineral-rights-executor-guide-for-royalty-owners/,inherited-estate-probate,inherited-mineral-rights,compare-offers,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0499,Selling Mineral Rights: Executor Guide In 2026,/blog/selling-mineral-rights-executor-guide-in-2026/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:compare-offers,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:compare-offers,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0499,Selling Mineral Rights: Executor Guide In 2026,selling-mineral-rights-executor-guide-in-2026,/blog/selling-mineral-rights-executor-guide-in-2026/,inherited-estate-probate,inherited-mineral-rights,education,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0500,Selling Mineral Rights: Executor Guide Step By Step,/blog/selling-mineral-rights-executor-guide-step-by-step/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:education,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:education,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0500,Selling Mineral Rights: Executor Guide Step By Step,selling-mineral-rights-executor-guide-step-by-step,/blog/selling-mineral-rights-executor-guide-step-by-step/,inherited-estate-probate,inherited-mineral-rights,tax-planning,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0501,Selling Mineral Rights: Executor Guide Without Obligation,/blog/selling-mineral-rights-executor-guide-without-obligation/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:tax-planning,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:tax-planning,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0501,Selling Mineral Rights: Executor Guide Without Obligation,selling-mineral-rights-executor-guide-without-obligation,/blog/selling-mineral-rights-executor-guide-without-obligation/,inherited-estate-probate,inherited-mineral-rights,inherited-rights,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0502,Selling Mineral Rights: Family Decision Guide For Heirs,/blog/selling-mineral-rights-family-decision-guide-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:inherited-rights,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:inherited-rights,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0502,Selling Mineral Rights: Family Decision Guide For Heirs,selling-mineral-rights-family-decision-guide-for-heirs,/blog/selling-mineral-rights-family-decision-guide-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0503,Selling Mineral Rights: Mistakes For Heirs,/blog/selling-mineral-rights-mistakes-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0503,Selling Mineral Rights: Mistakes For Heirs,selling-mineral-rights-mistakes-for-heirs,/blog/selling-mineral-rights-mistakes-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0504,Selling Mineral Rights: Negotiation Tips For Heirs,/blog/selling-mineral-rights-negotiation-tips-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0504,Selling Mineral Rights: Negotiation Tips For Heirs,selling-mineral-rights-negotiation-tips-for-heirs,/blog/selling-mineral-rights-negotiation-tips-for-heirs/,inherited-estate-probate,inherited-mineral-rights,sell-now,education,planning_only_inventory,false,/inherited-mineral-rights/,src/pages/inherited-mineral-rights.astro,planned_local_only,MRX1000-0505,Selling Mineral Rights: Timeline For Heirs,/blog/selling-mineral-rights-timeline-for-heirs/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/free-guide/,Get the Free Mineral Rights Guide,mrx1000-inherited-mineral-rights-free_guide-mid_article,mid_article,"Place after the direct answer or first useful checklist, before the first deep-dive section.",education_stage_nurture,education:sell-now,src/pages/free-guide.astro,primary_nurture,false,planned_local_only,/book/,Organize My Inherited-Rights Records,mrx1000-inherited-mineral-rights-book_review-closing_team_handoff,closing_team_handoff,"Place after the final takeaway and primary guide CTA, before related articles, as the optional MRX team handoff.",education_stage_optional_team_handoff,education:sell-now,src/pages/book.astro,secondary_appointment_after_primary_nurture,true,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
